user_id,dive_site_id,region,cluster,rating,user_id_db,name,email,id
143,1672,Turkey,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,24
143,1658,Turkey,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,25
143,1657,Turkey,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,26
143,3502,Turkey,0,5,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,27
143,1032,Mauritius,0,3,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,28
143,2467,Mauritius,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,29
143,771,Curacao,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,30
143,2406,Curacao,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,31
143,761,Curacao,0,3,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,32
143,584,Curacao,0,5,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,33
143,2197,Curacao,0,5,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,34
143,1350,Curacao,6,3,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,35
143,762,Curacao,0,3,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,36
143,586,Curacao,7,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,37
143,1720,Curacao,0,5,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,38
143,1702,Curacao,0,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,39
143,2089,Curacao,7,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,40
143,1938,Curacao,0,5,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,41
143,2405,Curacao,0,3,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,42
143,2090,Curacao,2,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,43
143,2411,Curacao,5,4,975185b7-0919-4726-b132-c83e95010e53,Melissa Hoover,harriselizabeth@example.com,44
98,3050,Bermuda,5,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,45
98,3052,Bermuda,5,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,46
98,3025,Bermuda,5,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,47
98,3026,Bermuda,5,2,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,48
98,3024,Bermuda,5,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,49
98,3049,Bermuda,5,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,50
98,3028,Bermuda,5,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,51
98,3027,Bermuda,5,2,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,52
98,3051,Bermuda,5,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,53
98,3047,Bermuda,0,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,54
98,3048,Bermuda,0,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,55
98,201,Malta,1,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,56
98,4234,Malta,1,2,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,57
98,4240,Malta,1,2,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,58
98,4243,Malta,1,2,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,59
98,4237,Malta,6,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,60
98,202,Malta,1,4,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,61
98,1617,Malta,6,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,62
98,4239,Malta,1,2,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,63
98,267,Malta,1,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,64
98,204,Malta,1,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,65
98,3573,Saint Kitts and Nevis,5,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,66
98,3575,Saint Kitts and Nevis,0,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,67
98,3574,Saint Kitts and Nevis,0,3,9701fe9f-e2c5-4ab4-bcd9-ee1c38fc2c71,Karen Allen,tammyhuff@example.org,68
321,4063,Galapagos,2,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,69
321,3235,Galapagos,5,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,70
321,3902,Galapagos,2,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,71
321,3900,Galapagos,2,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,72
321,3899,Galapagos,2,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,73
321,2333,Galapagos,2,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,74
321,4347,Japan,4,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,75
321,2126,Japan,5,5,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,76
321,3901,Galapagos,3,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,77
321,61,Galapagos,3,2,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,78
321,2336,Galapagos,3,2,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,79
321,2335,Galapagos,3,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,80
321,2334,Galapagos,3,1,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,81
321,4179,Japan,2,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,82
321,3938,Japan,2,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,83
321,3455,Japan,2,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,84
321,2133,Japan,2,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,85
321,4180,Japan,2,4,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,86
321,3044,Galapagos,0,3,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,87
321,3090,Galapagos,6,2,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,88
321,3903,Galapagos,6,2,98a1bdc8-46a8-449c-84ef-1c2d65599209,Richard Johnson,scott43@example.org,89
44,1222,Greece,2,4,59445aa0-6b26-4cb4-9e55-1910b67cb39a,Emily Mitchell,rachel71@example.org,90
44,1207,Greece,1,3,59445aa0-6b26-4cb4-9e55-1910b67cb39a,Emily Mitchell,rachel71@example.org,91
44,1208,Greece,1,3,59445aa0-6b26-4cb4-9e55-1910b67cb39a,Emily Mitchell,rachel71@example.org,92
44,4060,Greece,2,3,59445aa0-6b26-4cb4-9e55-1910b67cb39a,Emily Mitchell,rachel71@example.org,93
44,1221,Greece,2,3,59445aa0-6b26-4cb4-9e55-1910b67cb39a,Emily Mitchell,rachel71@example.org,94
225,2372,Bonaire,7,4,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,95
225,2754,Bonaire,7,3,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,96
225,3624,Bonaire,7,4,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,97
225,3812,Bonaire,7,4,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,98
225,4395,Bonaire,7,5,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,99
225,3571,Bonaire,7,3,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,100
225,3537,Bonaire,7,4,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,101
225,4103,Bonaire,7,4,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,102
225,20,Bonaire,7,5,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,103
225,3609,Bonaire,7,3,276bb5ec-f226-4cd0-a63e-55b35970af4b,Dean Rodriguez,thompsonconnor@example.org,104
303,2003,Cyprus,3,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,105
303,2414,Cyprus,5,5,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,106
303,42,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,107
303,2001,Cyprus,3,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,108
303,435,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,109
303,2394,Cyprus,5,5,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,110
303,77,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,111
303,438,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,112
303,3705,Cyprus,3,5,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,113
303,4382,Cyprus,6,2,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,114
303,3299,Cyprus,6,3,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,115
303,2331,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,116
303,4394,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,117
303,632,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,118
303,1173,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,119
303,2393,Cyprus,6,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,120
303,3300,Cyprus,3,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,121
303,19,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,122
303,7,Cyprus,6,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,123
303,2973,Cyprus,3,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,124
303,432,Cyprus,0,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,125
303,3699,Cyprus,0,3,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,126
303,2468,Cyprus,0,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,127
303,436,Cyprus,0,2,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,128
303,2330,Cyprus,0,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,129
303,2641,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,130
303,3645,Cyprus,3,5,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,131
303,2642,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,132
303,2952,Cyprus,0,3,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,133
303,3071,Chagos Archipelago,4,2,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,134
303,3644,Cyprus,3,5,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,135
303,1100,Cyprus,5,4,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,136
303,2395,Cyprus,5,3,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,137
303,1996,Cyprus,5,2,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,138
303,426,Cyprus,3,5,024100cc-a048-474e-94bf-d6bac3042fe5,Eileen Bowman,michaelchavez@example.org,139
103,812,Brunei,0,3,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,140
103,3443,Brunei,0,3,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,141
103,2548,Brunei,5,3,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,142
103,2546,Brunei,5,3,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,143
103,2547,Brunei,5,2,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,144
103,806,Brunei,5,3,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,145
103,809,Brunei,5,2,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,146
103,93,Brunei,5,3,9fb277b7-0fe0-41e3-8955-66951bf4cdcc,Lindsey Burch,zdavis@example.org,147
262,2208,Indonesia,1,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,148
262,2537,Indonesia,2,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,149
262,1528,Indonesia,1,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,150
262,2257,Indonesia,1,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,151
262,16,Indonesia,1,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,152
262,3091,Indonesia,1,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,153
262,2887,Indonesia,1,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,154
262,2256,Indonesia,2,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,155
262,3557,Indonesia,1,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,156
262,4113,Indonesia,2,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,157
262,701,Indonesia,5,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,158
262,2324,Indonesia,2,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,159
262,1965,Indonesia,1,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,160
262,1963,Indonesia,1,5,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,161
262,1257,Indonesia,1,5,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,162
262,3515,Indonesia,1,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,163
262,1253,Indonesia,1,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,164
262,4306,Indonesia,1,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,165
262,1099,Indonesia,5,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,166
262,1526,Indonesia,1,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,167
262,2300,Indonesia,5,1,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,168
262,1160,Indonesia,1,5,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,169
262,2033,Indonesia,1,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,170
262,1156,Indonesia,1,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,171
262,1845,Saba,1,2,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,172
262,3414,Montenegro,2,5,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,173
262,3295,Montenegro,6,3,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,174
262,4318,Montenegro,6,4,6b4b6475-05d5-44e2-a9ba-38dfdef44c55,Jimmy Wilson,kimberlyjones@example.org,175
245,2814,Guam,6,5,7b298f72-c38e-4d39-a6f7-3b28a4680108,Linda Choi,harrelljulie@example.org,176
245,1371,Saint Vincent and the Grenadines,0,4,7b298f72-c38e-4d39-a6f7-3b28a4680108,Linda Choi,harrelljulie@example.org,177
245,1372,Saint Vincent and the Grenadines,0,4,7b298f72-c38e-4d39-a6f7-3b28a4680108,Linda Choi,harrelljulie@example.org,178
245,2958,Saint Vincent and the Grenadines,0,2,7b298f72-c38e-4d39-a6f7-3b28a4680108,Linda Choi,harrelljulie@example.org,179
245,724,Norway,3,3,7b298f72-c38e-4d39-a6f7-3b28a4680108,Linda Choi,harrelljulie@example.org,180
72,1398,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,181
72,1428,Colombia,4,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,182
72,1397,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,183
72,4388,Colombia,3,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,184
72,1408,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,185
72,1282,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,186
72,1413,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,187
72,1420,Colombia,3,5,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,188
72,1399,Colombia,3,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,189
72,3864,Colombia,4,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,190
72,1429,Colombia,4,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,191
72,13,Colombia,3,5,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,192
72,1421,Colombia,3,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,193
72,4052,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,194
72,1426,Colombia,4,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,195
72,1427,Colombia,4,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,196
72,1425,Colombia,4,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,197
72,3363,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,198
72,1414,Colombia,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,199
72,3765,Colombia,5,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,200
72,1873,Colombia,5,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,201
72,2036,Colombia,5,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,202
72,2415,Colombia,5,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,203
72,3035,Colombia,5,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,204
72,3201,Jordan,3,5,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,205
72,2360,Jordan,3,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,206
72,3409,Colombia,0,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,207
72,1423,Colombia,0,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,208
72,1407,Colombia,0,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,209
72,1419,Colombia,0,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,210
72,3406,Colombia,0,3,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,211
72,1402,Colombia,0,4,5f70b8ce-cd3e-4fce-9f5c-84eda348bc5e,Vicki Simmons,daltonolivia@example.net,212
166,2070,South Africa,0,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,213
166,3761,South Africa,0,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,214
166,607,South Africa,0,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,215
166,646,South Africa,0,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,216
166,2706,South Africa,0,5,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,217
166,600,South Africa,0,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,218
166,567,South Africa,0,3,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,219
166,598,South Africa,0,3,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,220
166,611,South Africa,0,5,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,221
166,541,South Africa,0,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,222
166,3772,South Africa,1,3,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,223
166,2702,South Africa,1,4,f241b983-ede0-4d99-b569-d23f3c8690c2,Willie Smith,cassandra00@example.org,224
